SR_NUMBER;SR_SHORT_CODE;OWNER_DEPARTMENT;STATUS;CREATED_DATE;STREET_NUMBER;STREET_DIRECTION;STREET_NAME;STREET_TYPE;COMMUNITY_AREA;LATITUDE;LONGITUDE
SR20-05579683;SCQ;Streets and Sanitation;Completed;2020-12-06 08:28:04;5459;N;LONG;AVE;JEFFERSON PARK;41.981005702;-87.763222043
SR20-05579725;SGA;Streets and Sanitation;Completed;2020-12-06 08:44:32;2023;N;LECLAIRE;AVE;BELMONT CRAGIN;41.917568773;-87.753365161
SR20-05579745;SFD;CDOT - Department of Transportation;Completed;2020-12-06 08:54:38;3734;N;KEELER;AVE;IRVING PARK;41.949203997;-87.732386165
SR20-05579752;GRAF;Streets and Sanitation;Completed;2020-12-06 08:55:51;1558;N;MILWAUKEE;AVE;WEST TOWN;41.90964733;-87.676780334
SR20-05579756;GRAF;Streets and Sanitation;Completed;2020-12-06 08:56:49;1534;N;MILWAUKEE;AVE;WEST TOWN;41.909236739;-87.676164744
SR20-05579759;SGA;Streets and Sanitation;Completed;2020-12-06 08:57:50;6165;N;KILDARE;AVE;FOREST GLEN;41.993549287;-87.735861959
SR20-05579763;GRAF;Streets and Sanitation;Completed;2020-12-06 08:58:29;1529;N;MILWAUKEE;AVE;WEST TOWN;41.909398815;-87.67555867
SR20-05579789;GRAF;Streets and Sanitation;Completed;2020-12-06 09:03:49;1528;N;MILWAUKEE;AVE;WEST TOWN;41.909167282;-87.675982292
SR20-05579863;SKA;Streets and Sanitation;Completed;2020-12-06 09:21:09;4755;N;MAGNOLIA;AVE;UPTOWN;41.969009;-87.661291186
SR20-05579885;SFB;CDOT - Department of Transportation;Completed;2020-12-06 09:26:44;6158;N;CLARK;ST;EDGEWATER;41.994447604;-87.670155576
SR20-05579904;GRAF;Streets and Sanitation;Completed;2020-12-06 09:33:43;5334;N;MAGNOLIA;AVE;EDGEWATER;41.979203972;-87.661541732
SR20-05579910;SIE;Streets and Sanitation;Completed;2020-12-06 09:34:33;30;N;MAYFIELD;AVE;AUSTIN;41.881094275;-87.772164452
SR20-05579945;SGQ;Streets and Sanitation;Completed;2020-12-06 09:44:56;3207;N;PONTIAC;AVE;OHARE;41.937566947;-87.836065868
SR20-05579989;AAD;DWM - Department of Water Management;Canceled;2020-12-06 09:53:55;2503;N;DAMEN;AVE;LOGAN SQUARE;41.927340269;-87.678077828
SR20-05580007;SCQ;Streets and Sanitation;Completed;2020-12-06 09:59:21;6312;N;HERMITAGE;AVE;EDGEWATER;41.996015847;-87.673757466
SR20-05580022;PHB;CDOT - Department of Transportation;Completed;2020-12-06 10:04:48;4710;N;MAGNOLIA;AVE;UPTOWN;41.967572979;-87.661553087
SR20-05580032;SGA;Streets and Sanitation;Completed;2020-12-06 10:09:21;1651;N;LONG;AVE;AUSTIN;41.910992506;-87.76033989
SR20-05580048;SEL;Streets and Sanitation;Completed;2020-12-06 10:14:17;1617;N;KARLOV;AVE;HUMBOLDT PARK;41.910494854;-87.728507004
SR20-05580072;PHF;CDOT - Department of Transportation;Completed;2020-12-06 10:22:28;5838;N;OTTAWA;AVE;NORWOOD PARK;41.986300811;-87.818311694
SR20-05580078;SFB;CDOT - Department of Transportation;Completed;2020-12-06 10:25:14;105;N;MENARD;AVE;AUSTIN;41.882180883;-87.769832026
SR20-05580079;PCE;CDOT - Department of Transportation;Completed;2020-12-06 10:25:19;139;N;WESTERN;AVE;NEAR WEST SIDE;41.884186728;-87.686485833
SR20-05580115;SIE;Streets and Sanitation;Completed;2020-12-06 10:35:19;3857;N;KILDARE;AVE;IRVING PARK;41.951610542;-87.735052046
SR20-05580117;PHF;CDOT - Department of Transportation;Completed;2020-12-06 10:35:27;4459;N;LARAMIE;AVE;PORTAGE PARK;41.96247786;-87.757455825
SR20-05580129;SFD;CDOT - Department of Transportation;Completed;2020-12-06 10:38:58;3333;N;NOTTINGHAM;AVE;DUNNING;41.940813836;-87.804110499
SR20-05580137;SKA;Streets and Sanitation;Completed;2020-12-06 10:41:26;450;N;SPRINGFIELD;AVE;HUMBOLDT PARK;41.889602395;-87.723519378
SR20-05580151;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 10:47:39;4900;N;MARINE;DR;UPTOWN;41.972301616;-87.651283935
SR20-05580182;CIAC;Animal Care and Control;Completed;2020-12-06 10:57:57;5331;N;LINCOLN;AVE;LINCOLN SQUARE;41.978604229;-87.692626139
SR20-05580207;PCE;CDOT - Department of Transportation;Completed;2020-12-06 11:04:36;2817;N;WESTERN;AVE;LOGAN SQUARE;41.932738991;-87.687590986
SR20-05580208;SKA;Streets and Sanitation;Completed;2020-12-06 11:06:11;1431;N;LOTUS;AVE;AUSTIN;41.906758098;-87.761790102
SR20-05580210;PCE;CDOT - Department of Transportation;Completed;2020-12-06 11:06:51;2817;N;WESTERN;AVE;LOGAN SQUARE;41.932738991;-87.687590986
SR20-05580227;SGA;Streets and Sanitation;Completed;2020-12-06 11:12:59;4001;N;MCVICKER;AVE;PORTAGE PARK;41.953290519;-87.77780969
SR20-05580230;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 11:15:34;4060;N;LINCOLN;AVE;NORTH CENTER;41.955698485;-87.680099271
SR20-05580232;SGA;Streets and Sanitation;Completed;2020-12-06 11:16:41;1222;N;MAYFIELD;AVE;AUSTIN;41.902748932;-87.77325198
SR20-05580242;CHECKFOR;DWM - Department of Water Management;Completed;2020-12-06 11:19:38;1742;N;CENTRAL PARK;AVE;HUMBOLDT PARK;41.913094338;-87.716908075
SR20-05580261;PCE;CDOT - Department of Transportation;Completed;2020-12-06 11:24:52;1273;N;MILWAUKEE;AVE;WEST TOWN;41.905131648;-87.668658509
SR20-05580271;GRAF;Streets and Sanitation;Completed;2020-12-06 11:27:34;2301;N;NEWLAND;AVE;MONTCLARE;41.921161579;-87.798816084
SR20-05580284;GRAF;Streets and Sanitation;Completed;2020-12-06 11:31:18;2301;N;NEWLAND;AVE;MONTCLARE;41.921161579;-87.798816084
SR20-05580290;GRAF;Streets and Sanitation;Completed;2020-12-06 11:33:08;2301;N;NEWLAND;AVE;MONTCLARE;41.921161579;-87.798816084
SR20-05580299;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 11:35:28;4016;N;LINCOLN;AVE;NORTH CENTER;41.954631272;-87.679396264
SR20-05580303;GRAF;Streets and Sanitation;Completed;2020-12-06 11:35:38;2301;N;NEWLAND;AVE;MONTCLARE;41.921161579;-87.798816084
SR20-05580322;HFB;Health;Completed;2020-12-06 11:41:15;6724;N;NORTHWEST;HWY;EDISON PARK;42.003126233;-87.817170518
SR20-05580360;PCL3;Outside Agencies;Completed;2020-12-06 11:52:05;4543;N;MALDEN;ST;UPTOWN;41.96480102;-87.66202677
SR20-05580372;SGA;Streets and Sanitation;Completed;2020-12-06 11:56:06;2618;N;MAJOR;AVE;BELMONT CRAGIN;41.928216734;-87.768862158
SR20-05580379;SGA;Streets and Sanitation;Completed;2020-12-06 11:57:49;852;N;CHRISTIANA;AVE;HUMBOLDT PARK;41.897090419;-87.710187434
SR20-05580382;PCE;CDOT - Department of Transportation;Completed;2020-12-06 11:59:13;1268;N;MILWAUKEE;AVE;WEST TOWN;41.904702288;-87.669021584
SR20-05580383;SGA;Streets and Sanitation;Completed;2020-12-06 11:59:24;2834;N;LINCOLN;AVE;LAKE VIEW;41.933246385;-87.659991536
SR20-05580454;SGA;Streets and Sanitation;Completed;2020-12-06 12:17:52;2549;N;MONITOR;AVE;BELMONT CRAGIN;41.927140166;-87.771920332
SR20-05580455;SKA;Streets and Sanitation;Completed;2020-12-06 12:18:00;4516;N;CHRISTIANA;AVE;ALBANY PARK;41.96358126;-87.712273921
SR20-05580458;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 12:19:00;1954;N;HALSTED;ST;LINCOLN PARK;41.91757862;-87.648758853
SR20-05580466;SGA;Streets and Sanitation;Completed;2020-12-06 12:19:40;728;N;ALBANY;AVE;HUMBOLDT PARK;41.894653523;-87.70410981
SR20-05580476;PCB;CDOT - Department of Transportation;Completed;2020-12-06 12:21:33;1100;N;CLEVELAND;AVE;NEAR NORTH SIDE;41.901614667;-87.64118926
SR20-05580477;SCQ;Streets and Sanitation;Completed;2020-12-06 12:21:53;4532;N;ALBANY;AVE;ALBANY PARK;41.964043488;-87.706189713
SR20-05580499;SCQ;Streets and Sanitation;Completed;2020-12-06 12:27:28;3253;N;CLIFTON;AVE;LAKE VIEW;41.941438615;-87.657572523
SR20-05580505;GRAF;Streets and Sanitation;Completed;2020-12-06 12:29:12;4310;N;KEDZIE;AVE;IRVING PARK;41.959897917;-87.708560003
SR20-05580545;SCB;Streets and Sanitation;Completed;2020-12-06 12:39:42;5057;N;WINTHROP;AVE;UPTOWN;41.974954899;-87.657488181
SR20-05580556;SCQ;Streets and Sanitation;Completed;2020-12-06 12:42:03;1630;N;SAYRE;AVE;AUSTIN;41.909960881;-87.800689266
SR20-05580574;SCB;Streets and Sanitation;Completed;2020-12-06 12:45:43;1348;N;CICERO;AVE;AUSTIN;41.905620076;-87.746325875
SR20-05580599;SGA;Streets and Sanitation;Completed;2020-12-06 12:51:31;2957;N;ALLEN;AVE;AVONDALE;41.93507801;-87.713780424
SR20-05580636;SGA;Streets and Sanitation;Completed;2020-12-06 13:00:04;2714;N;GREENVIEW;AVE;LINCOLN PARK;41.931120335;-87.666223464
SR20-05580637;SGA;Streets and Sanitation;Completed;2020-12-06 13:00:45;6934;N;SHERIDAN;RD;ROGERS PARK;42.007835224;-87.661685741
SR20-05580689;CHECKFOR;DWM - Department of Water Management;Completed;2020-12-06 13:08:24;5227;N;CHRISTIANA;AVE;NORTH PARK;41.976563387;-87.712105723
SR20-05580745;SIE;Streets and Sanitation;Completed;2020-12-06 13:18:30;2517;N;KIMBALL;AVE;LOGAN SQUARE;41.927041126;-87.711893371
SR20-05580746;SGA;Streets and Sanitation;Completed;2020-12-06 13:18:46;2517;N;KIMBALL;AVE;LOGAN SQUARE;41.927041126;-87.711893371
SR20-05580803;SRRP;Streets and Sanitation;Completed;2020-12-06 13:39:54;2322;N;CENTRAL PARK;AVE;LOGAN SQUARE;41.923485421;-87.717186489
SR20-05580823;SDR;Streets and Sanitation;Completed;2020-12-06 13:46:40;2359;N;SAYRE;AVE;MONTCLARE;41.922857263;-87.800311473
SR20-05580839;WM3;DWM - Department of Water Management;Completed;2020-12-06 13:50:05;1125;N;KEYSTONE;AVE;HUMBOLDT PARK;41.901607342;-87.727237933
SR20-05580842;GRAF;Streets and Sanitation;Completed;2020-12-06 13:50:40;1646;N;DAMEN;AVE;WEST TOWN;41.911873205;-87.677749614
SR20-05580851;WM3;DWM - Department of Water Management;Completed;2020-12-06 13:53:21;6623;N;GREENVIEW;AVE;ROGERS PARK;42.002506326;-87.66777324
SR20-05580852;SCQ;Streets and Sanitation;Completed;2020-12-06 13:53:43;3020;N;FRANCISCO;AVE;AVONDALE;41.936389163;-87.700464914
SR20-05580875;BBD;DOB - Buildings;Completed;2020-12-06 14:01:48;4923;N;KEELER;AVE;ALBANY PARK;41.97074665;-87.732765976
SR20-05580878;GRAF;Streets and Sanitation;Completed;2020-12-06 14:02:13;815;N;LEAVITT;ST;WEST TOWN;41.896369672;-87.681701574
SR20-05580893;SRRC;Streets and Sanitation;Completed;2020-12-06 14:06:15;3059;N;LINCOLN;AVE;LAKE VIEW;41.937549344;-87.665310113
SR20-05580917;SFD;CDOT - Department of Transportation;Completed;2020-12-06 14:15:19;4347;N;SAWYER;AVE;IRVING PARK;41.960903549;-87.709168675
SR20-05580926;SKA;Streets and Sanitation;Completed;2020-12-06 14:18:35;459;N;HARDING;AVE;HUMBOLDT PARK;41.889790722;-87.724670226
SR20-05580929;SRRP;Streets and Sanitation;Completed;2020-12-06 14:19:04;3125;N;MONTICELLO;AVE;AVONDALE;41.938155985;-87.718297587
SR20-05580932;SCQ;Streets and Sanitation;Completed;2020-12-06 14:19:42;5651;N;GLENWOOD;AVE;EDGEWATER;41.985088028;-87.664782309
SR20-05580935;SKA;Streets and Sanitation;Completed;2020-12-06 14:20:22;455;N;HARDING;AVE;HUMBOLDT PARK;41.88988039;-87.724707956
SR20-05580937;PCE;CDOT - Department of Transportation;Completed;2020-12-06 14:20:46;6030;N;RIDGE;AVE;EDGEWATER;41.991208557;-87.673047028
SR20-05580943;SKA;Streets and Sanitation;Completed;2020-12-06 14:22:12;459;N;HARDING;AVE;HUMBOLDT PARK;41.889790722;-87.724670226
SR20-05580949;SCQ;Streets and Sanitation;Completed;2020-12-06 14:26:04;7124;N;ASHLAND;BLVD;ROGERS PARK;42.012260136;-87.670473209
SR20-05580970;WCA2;DWM - Department of Water Management;Open;2020-12-06 14:34:30;3839;N;KILDARE;AVE;IRVING PARK;41.951123898;-87.735044552
SR20-05580976;SFA;CDOT - Department of Transportation;Completed;2020-12-06 14:36:52;7162;N;OZARK;AVE;EDISON PARK;42.011095848;-87.820297364
SR20-05581007;SGA;Streets and Sanitation;Completed;2020-12-06 14:49:11;2918;N;AVERS;AVE;AVONDALE;41.9342903;-87.723647006
SR20-05581018;SDR;Streets and Sanitation;Completed;2020-12-06 14:51:42;1763;N;KOSTNER;AVE;HUMBOLDT PARK;41.91338865;-87.736191636
SR20-05581107;GRAF;Streets and Sanitation;Completed;2020-12-06 15:14:54;1916;N;KIMBALL;AVE;LOGAN SQUARE;41.916082485;-87.712141328
SR20-05581115;SGA;Streets and Sanitation;Completed;2020-12-06 15:15:49;4107;N;BROADWAY;ST;UPTOWN;41.957313711;-87.651789868
SR20-05581117;GRAF;Streets and Sanitation;Completed;2020-12-06 15:16:12;1900;N;KIMBALL;AVE;LOGAN SQUARE;41.915622314;-87.711905322
SR20-05581118;SGG;Streets and Sanitation;Completed;2020-12-06 15:16:14;5000;N;KILDARE;AVE;ALBANY PARK;41.971935243;-87.735856227
SR20-05581133;SGG;Streets and Sanitation;Completed;2020-12-06 15:19:13;5058;N;KILDARE;AVE;ALBANY PARK;41.9736354;-87.735588319
SR20-05581139;SKA;Streets and Sanitation;Completed;2020-12-06 15:20:52;2207;N;DRAKE;AVE;LOGAN SQUARE;41.921260103;-87.715104868
SR20-05581145;GRAF;Streets and Sanitation;Completed;2020-12-06 15:25:25;3150;N;SPRINGFIELD;AVE;AVONDALE;41.938446413;-87.725047046
SR20-05581160;SKA;Streets and Sanitation;Completed;2020-12-06 15:29:00;2011;N;DRAKE;AVE;LOGAN SQUARE;41.917663115;-87.715132504
SR20-05581173;SKA;Streets and Sanitation;Completed;2020-12-06 15:31:32;7421;N;CLAREMONT;AVE;WEST RIDGE;42.016301587;-87.688557062
SR20-05581189;SCQ;Streets and Sanitation;Completed;2020-12-06 15:35:31;2650;N;MILDRED;AVE;LINCOLN PARK;41.930557292;-87.651653314
SR20-05581234;SFA;CDOT - Department of Transportation;Completed;2020-12-06 15:42:46;3935;N;KIMBALL;AVE;IRVING PARK;41.95313834;-87.712582224
SR20-05581235;SGA;Streets and Sanitation;Completed;2020-12-06 15:42:51;1224;N;MAYFIELD;AVE;AUSTIN;41.902837476;-87.773244342
SR20-05581258;SCQ;Streets and Sanitation;Completed;2020-12-06 15:47:07;2030;N;HOYNE;AVE;LOGAN SQUARE;41.918688008;-87.680457627
SR20-05581259;SGA;Streets and Sanitation;Completed;2020-12-06 15:47:19;3409;N;NEW ENGLAND;AVE;DUNNING;41.942151558;-87.797989181
SR20-05581262;SKA;Streets and Sanitation;Completed;2020-12-06 15:47:49;3928;N;CHRISTIANA;AVE;IRVING PARK;41.952978098;-87.711971047
SR20-05581297;SGQ;Streets and Sanitation;Completed;2020-12-06 15:56:16;2323;N;MELVINA;AVE;BELMONT CRAGIN;41.922508667;-87.780269695
SR20-05581418;SGA;Streets and Sanitation;Completed;2020-12-06 16:28:45;1030;N;CALIFORNIA;AVE;WEST TOWN;41.900248466;-87.697186645
SR20-05581466;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:39:45;3946;N;LONG;AVE;PORTAGE PARK;41.95285748;-87.762104565
SR20-05581481;SCQ;Streets and Sanitation;Completed;2020-12-06 16:42:39;1750;N;CAMPBELL;AVE;WEST TOWN;41.913604896;-87.690092765
SR20-05581490;SIE;Streets and Sanitation;Completed;2020-12-06 16:44:25;2247;N;NAGLE;AVE;BELMONT CRAGIN;41.921413281;-87.786086215
SR20-05581498;SGA;Streets and Sanitation;Completed;2020-12-06 16:46:07;3675;N;ELSTON;AVE;IRVING PARK;41.948263829;-87.710844246
SR20-05581525;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:49:24;3935;N;ELSTON;AVE;IRVING PARK;41.952748544;-87.717445431
SR20-05581531;SEF;Streets and Sanitation;Completed;2020-12-06 16:51:58;4912;N;OAK PARK;AVE;NORWOOD PARK;41.970630121;-87.796748349
SR20-05581548;CAFE;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 16:57:00;2500;N;HALSTED;ST;LINCOLN PARK;41.927436712;-87.648997177
SR20-05581563;SRRC;Streets and Sanitation;Canceled;2020-12-06 17:01:46;6730;N;OLYMPIA;AVE;EDISON PARK;42.003556494;-87.812483834
SR20-05581611;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 17:13:20;5358;N;CLARK;ST;EDGEWATER;41.979735907;-87.668591086
SR20-05581613;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:13:34;7162;N;OZARK;AVE;EDISON PARK;42.011095848;-87.820297364
SR20-05581623;SGA;Streets and Sanitation;Completed;2020-12-06 17:16:06;1749;N;TALMAN;AVE;WEST TOWN;41.913525793;-87.693126474
SR20-05581643;SRRC;Streets and Sanitation;Canceled;2020-12-06 17:20:58;4131;N;SACRAMENTO;AVE;IRVING PARK;41.956720414;-87.702955454
SR20-05581660;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:26:37;4801;N;SACRAMENTO;AVE;ALBANY PARK;41.968502188;-87.703610896
SR20-05581686;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 17:34:06;2200;N;MILWAUKEE;AVE;LOGAN SQUARE;41.920684643;-87.694147631
SR20-05581700;BBC;DOB - Buildings;Completed;2020-12-06 17:37:15;1532;N;SEDGWICK;ST;NEAR NORTH SIDE;41.910212265;-87.638912852
SR20-05581701;HFB;Health;Completed;2020-12-06 17:37:29;2200;N;HALSTED;ST;LINCOLN PARK;41.921937601;-87.648993102
SR20-05581711;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:42:18;3935;N;ELSTON;AVE;IRVING PARK;41.952764548;-87.717789077
SR20-05581719;SIE;Streets and Sanitation;Completed;2020-12-06 17:43:51;1642;N;SPAULDING;AVE;HUMBOLDT PARK;41.911431877;-87.710401843
SR20-05581723;SCB;Streets and Sanitation;Completed;2020-12-06 17:44:33;3866;N;MILWAUKEE;CT;PORTAGE PARK;41.951038267;-87.744053107
SR20-05581736;SRRC;Streets and Sanitation;Completed;2020-12-06 17:47:36;1642;N;SPAULDING;AVE;HUMBOLDT PARK;41.911431877;-87.710401843
SR20-05581738;SCB;Streets and Sanitation;Completed;2020-12-06 17:47:41;4958;N;TROY;ST;ALBANY PARK;41.97196908;-87.70772864
SR20-05581743;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:49:11;3918;N;CENTRAL PARK;AVE;IRVING PARK;41.952519342;-87.717818141
SR20-05581749;SGA;Streets and Sanitation;Completed;2020-12-06 17:50:19;868;N;FRANKLIN;ST;NEAR NORTH SIDE;41.898543064;-87.636070121
SR20-05581753;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:51:39;3935;N;ELSTON;AVE;IRVING PARK;41.952748544;-87.717445431
SR20-05581758;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:53:16;2917;N;LUNA;AVE;BELMONT CRAGIN;41.933699906;-87.764818485
SR20-05581763;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:54:32;3863;N;DRAKE;AVE;IRVING PARK;41.951908383;-87.716541075
SR20-05581766;SIE;Streets and Sanitation;Completed;2020-12-06 17:55:35;870;N;FRANKLIN;ST;NEAR NORTH SIDE;41.898640971;-87.636009236
SR20-05581771;SIE;Streets and Sanitation;Completed;2020-12-06 17:57:19;4135;N;RICHMOND;ST;IRVING PARK;41.956829544;-87.701732473
SR20-05581778;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:58:51;1000;N;CICERO;AVE;AUSTIN;41.898791077;-87.746089305
SR20-05581789;SKA;Streets and Sanitation;Completed;2020-12-06 18:02:25;4936;N;RIDGEWAY;AVE;ALBANY PARK;41.971271842;-87.72230228
SR20-05581795;GRAF;Streets and Sanitation;Completed;2020-12-06 18:04:16;4049;N;SPAULDING;AVE;IRVING PARK;41.955348901;-87.710313885
SR20-05581820;SCQ;Streets and Sanitation;Completed;2020-12-06 18:10:40;3135;N;SAINT LOUIS;AVE;AVONDALE;41.938461008;-87.714682165
SR20-05581822;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 18:11:08;2756;N;ASHLAND;AVE;LINCOLN PARK;41.932214653;-87.668772711
SR20-05581853;SGA;Streets and Sanitation;Completed;2020-12-06 18:22:19;2243;N;LAWLER;AVE;BELMONT CRAGIN;41.921805127;-87.752139574
SR20-05581855;SCQ;Streets and Sanitation;Completed;2020-12-06 18:22:45;1739;N;MOHAWK;ST;LINCOLN PARK;41.914017901;-87.642048544
SR20-05581897;SRRC;Streets and Sanitation;Completed;2020-12-06 18:37:16;3719;N;PONTIAC;AVE;DUNNING;41.94724303;-87.835023137
SR20-05581898;AAE;DWM - Department of Water Management;Completed;2020-12-06 18:38:11;2749;N;ASHLAND;AVE;LINCOLN PARK;41.932034485;-87.668131366
SR20-05581984;SFA;CDOT - Department of Transportation;Completed;2020-12-06 19:04:19;7162;N;OZARK;AVE;EDISON PARK;42.011095848;-87.820297364
SR20-05581985;PBS;CDOT - Department of Transportation;Completed;2020-12-06 19:04:20;4839;N;NASHVILLE;AVE;NORWOOD PARK;41.970213679;-87.790438062
SR20-05581988;GRAF;Streets and Sanitation;Completed;2020-12-06 19:05:08;3311;N;KENMORE;AVE;LAKE VIEW;41.94213191;-87.65512081
SR20-05581992;SCB;Streets and Sanitation;Completed;2020-12-06 19:06:48;3131;N;CLYBOURN;AVE;NORTH CENTER;41.938611394;-87.686377849
SR20-05581995;SCQ;Streets and Sanitation;Completed;2020-12-06 19:07:24;2645;N;AVERS;AVE;LOGAN SQUARE;41.929604219;-87.722986345
SR20-05581998;SFD;CDOT - Department of Transportation;Completed;2020-12-06 19:09:00;200;N;ADA;ST;NEAR WEST SIDE;41.885542281;-87.6608113
SR20-05579664;SFD;CDOT - Department of Transportation;Completed;2020-12-06 08:20:15;11000;S;WENTWORTH;AVE;ROSELAND;41.694265245;-87.62798523
SR20-05579667;SFD;CDOT - Department of Transportation;Completed;2020-12-06 08:20:29;10900;S;WENTWORTH;AVE;ROSELAND;41.696002919;-87.628291743
SR20-05579668;SFD;CDOT - Department of Transportation;Completed;2020-12-06 08:20:41;10800;S;WENTWORTH;AVE;ROSELAND;41.697864601;-87.628307433
SR20-05579669;WCA2;DWM - Department of Water Management;Completed;2020-12-06 08:21:14;7037;S;CAMPBELL;AVE;CHICAGO LAWN;41.765352313;-87.685437138
SR20-05579670;PCD;CDOT - Department of Transportation;Completed;2020-12-06 08:21:37;7858;S;CARPENTER;ST;AUBURN GRESHAM;41.75064814;-87.650146409
SR20-05579676;PCC;CDOT - Department of Transportation;Completed;2020-12-06 08:25:09;7858;S;CARPENTER;ST;AUBURN GRESHAM;41.75064814;-87.650146409
SR20-05579698;EAB;Animal Care and Control;Completed;2020-12-06 08:35:20;7701;S;MERRILL;AVE;SOUTH SHORE;41.755135875;-87.572078048
SR20-05579705;EAB;Animal Care and Control;Completed;2020-12-06 08:36:49;7714;S;MERRILL;AVE;SOUTH SHORE;41.754888015;-87.572684459
SR20-05579712;SIE;Streets and Sanitation;Completed;2020-12-06 08:38:13;6944;S;PRAIRIE;AVE;GREATER GRAND CROSSING;41.767957898;-87.61857698
SR20-05579717;EAE;Animal Care and Control;Completed;2020-12-06 08:41:41;13749;S;LEYDEN;AVE;RIVERDALE;41.646001245;-87.61564536
SR20-05579721;WM3;DWM - Department of Water Management;Canceled;2020-12-06 08:43:23;4755;S;DORCHESTER;AVE;KENWOOD;41.807883983;-87.591954486
SR20-05579732;EAE;Animal Care and Control;Completed;2020-12-06 08:45:29;6638;S;CHAMPLAIN;AVE;WOODLAWN;41.77373411;-87.609686946
SR20-05579744;EAE;Animal Care and Control;Completed;2020-12-06 08:54:36;3100;S;CALIFORNIA;AVE;SOUTH LAWNDALE;41.837328821;-87.695068659
SR20-05579748;BBC;DOB - Buildings;Completed;2020-12-06 08:55:16;5908;S;CAMPBELL;AVE;CHICAGO LAWN;41.786240866;-87.68652032
SR20-05579773;EAE;Animal Care and Control;Completed;2020-12-06 09:00:16;8900;S;YATES;BLVD;CALUMET HEIGHTS;41.733464999;-87.566026789
SR20-05579777;SRRC;Streets and Sanitation;Completed;2020-12-06 09:01:13;8026;S;CONSTANCE;AVE;SOUTH CHICAGO;41.748924189;-87.580275628
SR20-05579841;BBA;DOB - Buildings;Completed;2020-12-06 09:15:08;11320;S;FOREST;AVE;ROSELAND;41.688425505;-87.615972892
SR20-05579848;PCB;CDOT - Department of Transportation;Completed;2020-12-06 09:16:38;11058;S;WHIPPLE;ST;MOUNT GREENWOOD;41.691697982;-87.697161735
SR20-05579852;SGQ;Streets and Sanitation;Completed;2020-12-06 09:17:45;8054;S;PRAIRIE;AVE;CHATHAM;41.747682861;-87.618414881
SR20-05579922;AAF;DWM - Department of Water Management;Completed;2020-12-06 09:37:48;6611;S;KOLIN;AVE;WEST LAWN;41.772730595;-87.730875083
SR20-05579924;SDP;Streets and Sanitation;Completed;2020-12-06 09:37:50;9700;S;MERRION;AVE;SOUTH DEERING;41.718765063;-87.569786618
SR20-05579946;BBC;DOB - Buildings;Canceled;2020-12-06 09:45:28;7650;S;BISHOP;ST;AUBURN GRESHAM;41.754336117;-87.660644526
SR20-05579949;BBD;DOB - Buildings;Completed;2020-12-06 09:47:09;1629;S;KEDVALE;AVE;NORTH LAWNDALE;41.857923065;-87.728334837
SR20-05579952;GRAF;Streets and Sanitation;Completed;2020-12-06 09:47:53;5301;S;ALBANY;AVE;GAGE PARK;41.797126835;-87.701190022
SR20-05579954;SGA;Streets and Sanitation;Completed;2020-12-06 09:48:38;3226;S;KEDVALE;AVE;SOUTH LAWNDALE;41.834163225;-87.728206891
SR20-05579976;GRAF;Streets and Sanitation;Completed;2020-12-06 09:49:41;5108;S;KEDZIE;AVE;GAGE PARK;41.800510745;-87.703799294
SR20-05579980;WM3;DWM - Department of Water Management;Canceled;2020-12-06 09:51:24;4755;S;DORCHESTER;AVE;KENWOOD;41.807883983;-87.591954486
SR20-05579985;GRAF;Streets and Sanitation;Completed;2020-12-06 09:52:43;5361;S;ARTESIAN;AVE;GAGE PARK;41.795737313;-87.685038858
SR20-05579986;WBK;DWM - Department of Water Management;Canceled;2020-12-06 09:52:53;4802;S;DORCHESTER;AVE;KENWOOD;41.80773688;-87.591987142
SR20-05579990;GRAF;Streets and Sanitation;Completed;2020-12-06 09:53:57;5361;S;ARTESIAN;AVE;GAGE PARK;41.795737313;-87.685038858
SR20-05580008;SIE;Streets and Sanitation;Completed;2020-12-06 09:59:29;3252;S;EMERALD;AVE;BRIDGEPORT;41.834719533;-87.645230941
SR20-05580010;SRRC;Streets and Sanitation;Completed;2020-12-06 10:00:16;3252;S;EMERALD;AVE;BRIDGEPORT;41.834719533;-87.645230941
